"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Tanner Tully","CLE","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19518"
"Cam Vieaux","PIT","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19529"
"Jason Foley","DET","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19531"
"Taylor Jones","HOU","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19533"
"Ryan Hendrix","CIN","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19535"
"Jimmy Lambert","CHW","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19541"
"Stephen Nogosek","NYM","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19545"
"Zack Short","DET","6","9","13","0","0","0","0","0","2","2","2","0","5","0","2","0","0","1","0",".000","19562"
"Nate Mondou","OAK","1","2","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","19563"
"David Bednar","PIT","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19569"
"JoJo Romero","- - -","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19574"
"Norge Ruiz","OAK","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19580"
"Sean Poppen","ARI","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19583"
"Luke Barker","MIL","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19609"
"Cionel Perez","BAL","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19614"
"Jordan Hicks","STL","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19618"
"Matt Foster","CHW","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19647"
"Kyle Wright","ATL","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19665"
"Jason Alexander","MIL","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19666"
"Gregory Soto","DET","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19677"
"Jordan Sheffield","COL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19682"
"Connor Seabold","BOS","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19695"
"Matt Swarmer","CHC","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19705"
"Ronnie Dawson","CIN","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","19710"
"Patrick Murphy","WSN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19712"
"Dustin May","LAD","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19716"
"Kodi Whitley","STL","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19731"
"Anthony Bender","MIA","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19742"
"Jonathan Loaisiga","NYY","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19753"
"Reiver Sanmartin","CIN","45","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19754"
"Will Vest","DET","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19769"
"Jake Lemoine","OAK","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19785"
"Anthony Castro","CLE","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19789"
"Keegan Thompson","CHC","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19795"
"Wil Crowe","PIT","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19800"
"Bryan Baker","BAL","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19804"
"Daniel Castano","MIA","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19805"
"David McKay","- - -","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19814"
"Alexander Wells","BAL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19845"
"Darwinzon Hernandez","BOS","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19848"
"Michael King","NYY","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19853"
"Brandon Bielak","HOU","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19866"
"Drew Carlton","DET","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19868"
"Tucker Davidson","- - -","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19871"
"Alex Faedo","DET","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19874"
"Kevin Ginkel","ARI","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19876"
"Tanner Houck","BOS","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19879"
"Alex Lange","DET","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19883"
"Corbin Martin","ARI","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19884"
"Clarke Schmidt","NYY","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19899"
"Adonis Medina","NYM","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19903"
"Jose Suarez","LAA","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19911"
"Tony Santillan","CIN","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19926"
"Trevor Stephan","CLE","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19932"
"Aaron Whitefield","LAA","5","11","11","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".000","19938"
"Jhon Romero","MIN","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19940"
"Ian Anderson","ATL","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19951"
"Jesus Luzardo","MIA","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19959"
"Joey Wentz","DET","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19962"
"Tyson Miller","TEX","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19976"
"Zach Plesac","CLE","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19979"
"Bryse Wilson","PIT","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19990"
"Joel Kuhnel","CIN","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19995"
"Dylan Lee","ATL","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19996"
"Tyler Wells","BAL","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20000"
"Kenny Rosenberg","LAA","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20009"
"Wyatt Mills","- - -","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20010"
"John Schreiber","BOS","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20020"
"Kramer Robertson","STL","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".000","20022"
"Rico Garcia","BAL","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20023"
"Phillip Diehl","CIN","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20030"
"Adrian Morejon","SDP","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20039"
"Ronald Bolanos","KCR","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20041"
"Jesus Cruz","ATL","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20042"
"Jake Fishman","MIA","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20060"
"Kaleb Ort","BOS","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20061"
"Bailey Falter","PHI","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20070"
"Miguel Sanchez","MIL","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20074"
"Mauricio Llovera","SFG","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20080"
"Chris Paddack","MIN","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20099"
"Michel Baez","SDP","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20100"
"Calvin Faucher","TBR","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20116"
"Adam Oller","OAK","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20132"
"James Karinchak","CLE","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20151"
"Nick Nelson","PHI","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20153"
"Kyle Muller","ATL","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20167"
"Zach Pop","- - -","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20185"
"Chad Smith","COL","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20190"
"Garrett Whitlock","BOS","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20191"
"Eli Morgan","CLE","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20203"
"Jeremy Beasley","TOR","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20205"
"Mike Baumann","BAL","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20206"
"Jake Walsh","STL","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20227"
"Zach Logue","OAK","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20231"
"Zac Lowther","BAL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20243"
"Griffin Jax","MIN","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20253"
"Cory Abbott","WSN","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20277"
"Jhonathan Diaz","LAA","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20298"
"David Peterson","NYM","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20302"
"Erich Uelmen","CHC","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20323"
"Matt Peacock","- - -","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20339"
"Riley O'Brien","SEA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20348"
"Zack Kelly","BOS","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20349"
"Steven Wilson","SDP","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20353"
"Brusdar Graterol","LAD","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20367"
"Matt Manning","DET","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20369"
"Bruce Zimmermann","BAL","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20370"
"Andres Munoz","SEA","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20373"
"Greg Weissert","NYY","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20375"
"Anthony Kay","TOR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20387"
"Josh Fleming","TBR","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20418"
"Jovani Moran","MIN","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20422"
"Rony Garcia","DET","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20430"
"Enoli Paredes","HOU","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20447"
"Brewer Hicklen","KCR","6","4","4","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0",".000","20450"
"Huascar Ynoa","ATL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20468"
"Casey Mize","DET","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20492"
"Jack Larsen","SEA","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","20510"
"Kyle Nelson","ARI","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20515"
"Nick Sandlin","CLE","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20517"
"Denyi Reyes","BAL","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20526"
"Kutter Crawford","BOS","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20531"
"Mickey McDonald","OAK","4","4","6","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0",".000","20533"
"Edwin Uceta","ARI","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20539"
"Phoenix Sanders","TBR","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20541"
"Bowden Francis","TOR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20548"
"Kirk McCarty","CLE","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20555"
"Jackson Tetreault","WSN","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20565"
"Anderson Severino","CHW","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20582"
"JC Mejia","MIL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20617"
"Jordan Holloway","MIA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20631"
"Yusei Kikuchi","TOR","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20633"
"Luis Castillo","DET","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20638"
"Felix Bautista","BAL","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20666"
"Cristofer Ogando","TBR","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20667"
"Cristopher Sanchez","PHI","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20778"
"Manuel Rodriguez","CHC","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20794"
"Aneurys Zabala","MIA","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20802"
"Elvin Rodriguez","DET","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20962"
"Eduard Bazardo","BOS","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20997"
"Francisco Perez","WSN","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21018"
"Adrian Martinez","OAK","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21023"
"Oliver Ortega","LAA","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21025"
"Jhoan Duran","MIN","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21029"
"Emmanuel Clase","CLE","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21032"
"Seth Martinez","HOU","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21045"
"Luis Gil","NYY","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21052"
"Thomas Szapucki","- - -","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21065"
"Nick Duron","PHI","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21092"
"Nick Vespi","BAL","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21093"
"Dauri Moreta","CIN","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21101"
"Miguel Yajure","PIT","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21111"
"Alexis Diaz","CIN","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21132"
"Dany Jimenez","OAK","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21170"
"Humberto Castellanos","ARI","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21183"
"Connor Brogdon","PHI","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21205"
"Bailey Ober","MIN","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21224"
"Jake Bird","COL","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21267"
"Lucas Gilbreath","COL","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21290"
"Andre Jackson","LAD","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21298"
"Tylor Megill","NYM","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21318"
"Bryce Montes de Oca","NYM","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21319"
"Parker Mushinski","HOU","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21324"
"Nicholas Padilla","CHC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21327"
"Bennett Sousa","CHW","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21345"
"Glenn Otto","TEX","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21366"
"Peter Strzelecki","MIL","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21367"
"Joe Ryan","MIN","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21390"
"Yerry De Los Santos","PIT","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21420"
"Ryan Feltner","COL","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21446"
"Davis Martin","CHW","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21448"
"Konnor Pilkington","CLE","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21453"
"Kris Bubic","KCR","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21455"
"Cole Sands","MIN","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21461"
"Sean Hjelle","SFG","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21481"
"Shane McClanahan","TBR","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21483"
"Daniel Lynch","KCR","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21537"
"Reiss Knehr","SDP","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21541"
"Jackson Kowar","KCR","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21549"
"Brendon Little","CHC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21574"
"Jake Cousins","MIL","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21620"
"Elvis Peguero","LAA","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21652"
"Kervin Castro","- - -","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21656"
"Edward Cabrera","MIA","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21690"
"Javier Assad","CHC","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21741"
"Jose Marte","LAA","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21761"
"Freddy Fermin","KCR","3","7","7","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","1",".000","21840"
"Braxton Garrett","MIA","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21844"
"Cole Ragans","TEX","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21846"
"Mason Thompson","WSN","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21850"
"Bo Naylor","CLE","5","8","8","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".000","21865"
"Gregory Santos","SFG","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21894"
"Yerry Rodriguez","TEX","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21955"
"Max Castillo","- - -","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21956"
"Camilo Doval","SFG","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21992"
"Luis Frias","ARI","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21997"
"Angel Rondon","STL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22036"
"John King","TEX","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22051"
"Aaron Fletcher","PIT","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22052"
"Kyle Tyler","SDP","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22092"
"Max Kranick","PIT","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22175"
"Easton McGee","TBR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22176"
"Hunter Greene","CIN","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22182"
"MacKenzie Gore","SDP","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22201"
"DL Hall","BAL","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22207"
"Jeremiah Estrada","CHC","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22210"
"Jon Heasley","KCR","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22224"
"Logan Gilbert","SEA","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22250"
"Joe Perez","HOU","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","22254"
"Shane Baz","TBR","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22264"
"Tarik Skubal","DET","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22267"
"Dylan Coleman","KCR","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22276"
"Trevor Rogers","MIA","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22286"
"Matthew Liberatore","STL","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22294"
"Joe Barlow","TEX","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22296"
"Angel De Jesus","DET","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22323"
"A.J. Alexy","TEX","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22343"
"Colin Holderman","- - -","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22361"
"Josh Winckowski","BOS","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22387"
"Logan Gillaspie","BAL","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22461"
"Johan Oviedo","- - -","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22487"
"Carlos Hernandez","KCR","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22713"
"Angel Zerpa","KCR","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22717"
"Roansy Contreras","PIT","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22810"
"Luis Patino","TBR","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22815"
"Francisco Morales","PHI","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22913"
"Joan Adon","WSN","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22925"
"Michael Plassmeyer","PHI","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23191"
"Michael Grove","LAD","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23221"
"Spencer Howard","TEX","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23252"
"Packy Naughton","STL","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23292"
"Janson Junk","LAA","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23301"
"Collin Snider","KCR","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23307"
"Damon Jones","PHI","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23310"
"Jose Butto","NYM","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23313"
"Freddy Tarnok","ATL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23324"
"Beau Sulser","- - -","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23420"
"Jared Solomon","CIN","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","23425"
